Year,Alum Band ID,Frequency,Nest Attempt,Bird Capture Site,NestID,FlagLat,FlagLong,FlagBear,NestLat,NestLong,Nest Description,Clutch Size,Date Counted,FloatA,FloatB,FloatC,FloatD,FloatAverage,Est.Laying.Initiation,EstimatedHatch,Fate,Comments
2020,850,149.152,1,McCallister-Hampden,850-2020-1,44.71648,-68.87791,359,44.71673,-68.878,"Nest at the base of small hardwood sapling (1 inch DBH) adjacent to small spruce sapling, in briar and rasperry patch",10,6/7/2020,10-12,10-12,10-12,10-12,12,5/17/2020,6/22/2020,1,Nest Depredated. Some egg shell remains
2020,1615,149.392,1,Bradbury,1615-2020-1,45.01076,-68.36921,219,45.01012,-68.3693,"in 3' high fir clump, ~ 70m from 2-track",11,5/29/2020,0,3,3,0,1.5,5/17/2020,6/24/2020,0,"8 egg caps found, 3 intact egges (unfertilized when opened)"
2020,1616,150.939,1,Bradbury,1616-2020-1,,,,45.0564888,-68.484625,base of small balsam trunk on beech leaf litter; very open,10,NA,NA,NA,NA,NA,NA,5/18/2020,6/24/2020,1,no shell fragments
2020,1614,149.253,1,Bradbury,1614-2020-1,45.087824,-68.430886,201,45.08764,-68.43105,in bush-hogging lane against large rock and fir sapling; under powerlines; ~3m from gravel road,10,5/29/2020,0,3,3,0,1.5,5/18/2020,6/24/2020,0,missing datasheet
2020,1501,149.203,1,Buckfield,1501-2020-1,44.30171,-70.38953,20,44.30185,-70.38924,"up on hill side several hundered feet into the woods, nest bowl under a dead, downed log that is 18"" off the ground.  Ferns, raspberry and short veg all around the log.",10,6/14/2020,NA,NA,NA,NA,NA,5/29/2020,6/25/2020,1,Eggs depredated at nest site.  Hen off nest and Alive on 6/14/2020
2020,1555,149.2821,2,Davis Oil,1555-2020-2,,,,44.85601,-68.7626,"in thinck, 3' tall grasses",7,6/26/2020,23+,23+,23+,23+,23+,5/24/2020,6/27/2020,0,3 eggs pipping when flushed; after hatch 6 egg caps found and 1 egg intact
2020,373,149.741,1,Rust Farm Gorham,373-2020-1,43.701393,-70.482233,,43.701393,-70.482233,"35 feet from farm access dirt road, in Hay field",8,6/8/2020,NA,NA,NA,NA,NA,6/1/2020,6/27/2020,1,"Hen killed on nest by hay mower.  at least 8 eggs in nest, Hen was seen in the woods 400 yards from nest on 5/28/2020"
2020,1618,149.031,1,Bradbury,1618-2020-1,45.00897,-68.394,184,45.0072,-68.3922,"in 2-track with overgrown, young briars (approx. 2' tall)",10,6/15/2020,16,16,16,8-11,14.5,5/22/2020,6/28/2020,0,
2020,414,150.821,1,Brad St,414-2020-1,44.79487,-69.36665,339,44.79511,-69.36729,"in juniper, tall white flower behind coming from road",9,6/10/2020,7,7,7,7,7,5/27/2020,6/30/2020,1,"nest depradated, no eggs remaining in bowl, hen is missing"
2020,283,149.612,2,Bradford,283-2020-2,45.25259,-69.07655,6,45.25291,-69.07697,Very thick veg under horizontal alder ~10ft in from driveway. Tiny flag above nest,12,6/9/2020,3,7,7,0,4,5/24/2020,7/2/2020,0,Hatched on or before 7/3. No eggs left in nest bowl
2020,848,149.645,2,McCallister-Hampden,848-2020-2,44.73385,-68.8456,40,44.73396,-68.84552,"In dense patch of briar, tall grass and downed branches.  Nest Bowl made with weaved in grass.  Dense patch is within a large field.",10,6/17/2020,6-8,6-8,6-8,6-8,7,6/2/2020,7/6/2020,0,Hatched.  egg shells and membranes scatterd in and outside fo nest.  Uncerntain on how many hatched.
2020,826,150.914,2,Bradbury,826-2020-2,,,,44.982412,-68.278216,In regen growth between stud mill and forest 4' high brush,12,NA,NA,NA,NA,NA,NA,5/29/2020,7/7/2020,1,Predated
2020,1616,150.939,2,Bradbury,1616-2020-2,,,,44.982412,-68.278216,,NA,NA,NA,NA,NA,NA,NA,5/29/2020,8/6/2020,1,
2018,275,149.494,1,Sanborn,275-2018-1,44.99294,-69.10979,278,44.9929,-69.1103,"Top of Knoll in grass, no discript",6,6/11/2018,0,0,0,,0,6/4/2018,NA,1,"6 eggs, 1 cracked on 6/11, 0 days incubation. still laying? "
2020,283,149.612,1,Bradford,283-2020-1,,,,45.2359,-69.07355,"Nest failed before float, bust nest bowl was found w few egg fragments",NA,NA,,,,,,4/6/2020,NA,1,
2020,424,150.4713,1,Emera,424-2020-1,,,,NA,NA,,NA,5/8/20,NA,NA,NA,NA,NA,4/7/2020,NA,1,"Nest never found, hen struck by vehicle, nest was estimated to be in middle of median near hiway"
2020,426,149.0555,1,Emera,426-2020-1,,,,44.778148,-68.827868,"On edge of gravel quarry on debris and within shrubby growth, single dead sapling for vertical cover.",NA,5/7/2020,NA,NA,NA,NA,NA,4/13/2020,NA,1,"Predated on nest, pile of feathers at GPS marked nest bowl, keel and feathers found <12m from nest bowl, two eggs with large holes in their side found within <3m of nest bowl."
2020,1525,149.1111,1,Roger's Farm,1525-2020-1,,,,44.956396,-68.703722,"Base of pine, empty nest bowl in duff",NA,5/18/2020,NA,NA,NA,NA,NA,4/14/2020,NA,1,"Hen predated on nest, feather pile within 2m of nest bowl, unit and carcass moved to field 5/12, mort signal heard since 5/4"
2018,369,149.504,1,Rust Farm,369-2018-1,43.700862,-70.467476,26,NA,NA,"Nest not found, coordinates are guesstimate, Hen gone on 5.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nest Never Found. Hen Killed, Found transmitter on 6/8 @1/2 mile from nesting area"
2019,425,149.762,1,Emera,425-2019-1,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2020,1522,149.503,2,Roger's Farm,1522-2020-2,,,,44.94258,-68.6858,"on elevated stump hillock, sparsely surrounded by 2' tall white pines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flushed hen whith days old brood 7/1; nest located and 7 egg caps found 7/7; esimated hatch on 6/28
2020,1558,149.411,1,Davis Oil,1558-2020-1,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Known Successful nest but no known nest locationFound successful brood, missed nest, atleast 5 poults but in thick grass, inaccurate count due to visibility"
2020,1553,149.4196,1,Davis Oil,1553-2020-1,,,,44.84841,-68.753245,,NA,NA,,,,,,4/21/2020,NA,1,
2020,1628,149.772,1,Monson,1628-2020-1,45.70325,-69.45978,345,45.70508,-69.4613,shallow depression in open clearcut among some regenerating balsam fir and raspberry bushes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Approached nest on 6/4/20-20?, estimated initiation 5/8/2020, no shell fragments or whole eggs remaining"
2020,362,149.691,1,Bradbury,362-2020-1,,,,NA,NA,,NA,NA,,,,,,NA,NA,NA,"Known Success but no known nest location. hen MIA since 4/8, located 6/10 with brood of 5+ flighted poults at 45.03552, -68.37326 (2400 road searched multiple times prior). Poults were barely flighted-- 6-8' jumps and flutter down"
2020,843,149.43,1,Bradbury,843-2020-1,,,,NA,NA,,NA,NA,,,,,,NA,NA,NA,Known successful nest but no known nest location. flushed hen 6/21 with 6+ flighted poults; best guess based on telemetry is she nested the first week of May and hatched the first or second week of June.
